job_location,search_city,search_country,job_level,job_type,job_name,languages,certifications,soft_skills,programming_languages,technologies,academic_degrees,knowledge
Springfield- MA,Holyoke,United States,Mid senior,Hybrid,Quality Software Engineer,English,No found,Interpersonal Skills-Leadership-Adaptability-Creativity-Communication-Teamwork,Go,No found,No found,Agile-Testing-Security-Project Management
Maple Grove- MN,South Saint Paul,United States,Mid senior,Onsite,Software Developer,No found,No found,Communication-Teamwork-Adaptability,CSS-HTML-JavaScript,RESTful APIs-Vue.js-Kubernetes,No found,Testing-Version Control-Agile-Web Development-TDD
Fargo- ND,Moorhead,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork,SQL,No found,No found,Mobile Development-Databases
Fargo- ND,Moorhead,United States,Mid senior,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork,SQL,No found,No found,Mobile Development-Databases
Fargo- ND,Moorhead,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture
Fargo- ND,Moorhead,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,TypeScript-SQL-Java,AWS-Kubernetes-Spring-React-Angular-Spark-PostgreSQL-RESTful APIs,No found,Testing-Databases-Version Control-Mobile Development-Agile-Cloud Computing-Web Development-Software Architecture
Cass County- ND,Moorhead,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Adaptability-Communication-Teamwork,TypeScript-CSS-SQL-HTML-JavaScript,RESTful APIs-Azure-Redis-Angular,No found,Testing-BDD-Version Control-Databases-Mobile Development-Agile-Cloud Computing-Web Development-TDD
Montgomery- AL,Montgomery,United States,Mid senior,Onsite,Software Developer,No found,No found,Organization-Communication-Leadership-Teamwork,SQL-JavaScript-Java,Spring,No found,Testing-DevOps-Version Control-Security-Databases-Agile-Web Development-CI CD
Bulverde- TX,New Braunfels,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork-Adaptability,SQL-JavaScript-Shell-Python,Vue.js-Docker-Flask-Jenkins,Certificate,Agile-Security-Databases-Web Development
Redondo Beach- CA,Compton,United States,Associate,Onsite,Software Developer,No found,No found,Problem Solving-Organization-Creativity-Communication-Teamwork,Java-Python,No found,No found,Agile-DevOps-Web Development-Security
Redondo Beach- CA,Compton,United States,Associate,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Problem Solving-Leadership-Organization-Decision Making-Creativity-Communication-Teamwork,Java-Shell-Perl-Python,RESTful APIs-Jenkins,No found,Agile-DevOps-Version Control-Security
Redondo Beach- CA,Compton,United States,Associate,Onsite,Software Engineer,No found,No found,Communication-Organization-Teamwork-Creativity,Python,No found,PhD,Agile-Testing
Long Beach- CA,Compton,United States,Mid senior,Onsite,Software Developer,No found,No found,Decision Making-Teamwork-Adaptability-Creativity,Java-SQL-JavaScript-Python,Node.js-AWS-Django-PostgreSQL-RESTful APIs,No found,Testing-Security-Version Control-Databases-Agile-Cloud Computing-Web Development
Hawthorne- CA,Compton,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,Java,RESTful APIs-AWS,No found,Testing-Cloud Computing-Security
Redondo Beach- CA,Compton,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,No found,No found,Testing
Los Angeles- CA,Compton,United States,Mid senior,Onsite,Software Engineer,No found,No found,No found,No found,No found,No found,Networking
Los Angeles- CA,Compton,United States,Mid senior,Remote,BackEnd Software Engineer,No found,No found,Teamwork,SQL-Python,Terraform-AWS-Flask-PostgreSQL,No found,DevOps-Databases-Security-Web Development-Cloud Computing
Long Beach- CA,Compton,United States,Mid senior,Hybrid,Full Stack Software Engineer,No found,No found,No found,Python,React-Django-AWS-PostgreSQL,No found,Web Development-Databases-Cloud Computing
Parsippany- NJ,Newton,United States,Mid senior,Onsite,Software Developer,No found,No found,Organization-Adaptability-Creativity-Communication-Teamwork,SQL-JavaScript,Angular,No found,Databases-Web Development
Morristown- NJ,Newton,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork-Creativity,No found,No found,No found,Agile-Testing-Security
Dover- NJ,Newton,United States,Mid senior,Onsite,Software Engineer,No found,No found,Leadership-Teamwork,No found,No found,No found,Testing-Web Development
Whippany- NJ,Newton,United States,Mid senior,Onsite,Software Developer,No found,No found,Communication-Teamwork-Adaptability,Go-SQL-Java,RESTful APIs-AWS-Kubernetes-Spring,No found,Testing-Databases-Cloud Computing
Whippany- NJ,Newton,United States,Mid senior,Onsite,Software Developer,No found,No found,Teamwork-Adaptability,Go,No found,No found,Testing-Version Control-Security-Cloud Computing
Parsippany- NJ,Newton,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Organization-Teamwork-Adaptability,Java-Python,No found,No found,Testing-Security
Rockaway- NJ,Newton,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Creativity,No found,No found,PhD,Mobile Development-Testing
Wilmington- VT,Vermont,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,No found,No found,No found,Project Management-Testing-Data Science
White River Junction- VT,Vermont,United States,Mid senior,Onsite,Software Developer,No found,No found,Communication-Decision Making-Teamwork,Python,RESTful APIs,No found,Agile-Web Development
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Communication-Problem Solving-Teamwork,SQL-Python,No found,No found,Testing-Databases-Version Control
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Creativity,Python,No found,No found,Version Control
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Creativity,Python,No found,No found,Version Control
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Creativity,Python,Kubernetes,No found,Networking-Testing-Security-DevOps
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork,Python,Kubernetes,No found,Networking-Testing-Security-DevOps
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Work Ethic-Leadership-Teamwork-Creativity,No found,No found,Masters,No found
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication-Teamwork-Adaptability,Python,Kubernetes,No found,Networking-Testing-Security-DevOps
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Time Management-Leadership-Adaptability-Creativity-Communication-Teamwork,Go-Shell-Perl-Python,Azure-Jenkins,No found,Testing-DevOps-Version Control-Security-Agile-Cloud Computing
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Communication,Python,Kubernetes,No found,Networking-Testing-Security-DevOps
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Quality Software Engineer,No found,No found,Interpersonal Skills-Organization-Adaptability-Communication-Teamwork,Go,No found,No found,Testing-Security-DevOps-Agile-CI CD
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,No found,No found,Time Management-Leadership-Adaptability-Creativity-Communication-Teamwork,Go-Shell-Perl-Python,Azure-Jenkins,No found,Testing-DevOps-Version Control-Security-Agile-Cloud Computing
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Quality Software Engineer,No found,No found,Interpersonal Skills-Organization-Adaptability-Communication-Teamwork,Go,No found,No found,Testing-Security-DevOps-Agile-CI CD
Tucson- AZ,Tucson,United States,Mid senior,Onsite,Software Engineer,English,No found,Leadership-Teamwork,CSS-SQL-JavaScript-HTML,React-RESTful APIs-Azure-Angular,No found,Testing-Databases-DevOps-Agile-Cloud Computing-Web Development
Tucson- AZ,Tucson,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Time Management-Teamwork-Adaptability,Go-Python,Kubernetes-PostgreSQL-Docker-MongoDB,No found,Networking-Databases-Version Control-Data Science
Tucson- AZ,Tucson,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Problem Solving-Teamwork,No found,Kubernetes-Docker-RESTful APIs,No found,Networking-Testing-Security
Tucson- AZ,Tucson,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Teamwork,No found,MySQL-MongoDB-PostgreSQL-Kubernetes,Bachelors,Networking-Databases-Web Development-Data Science
Tucson- AZ,Tucson,United States,Mid senior,Remote,Software Engineer,English,No found,Communication-Leadership-Teamwork-Problem Solving,Go-Python,No found,No found,Networking-CI CD
Tucson- AZ,Tucson,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Teamwork-Adaptability-Creativity,TypeScript-SQL-JavaScript-Ruby,Ruby on Rails-RESTful APIs-PostgreSQL-Express,No found,Testing-Databases-Web Development
Tucson- AZ,Tucson,United States,Mid senior,Hybrid,Software Developer,No found,No found,Problem Solving-Decision Making-Leadership-Teamwork,TypeScript-JavaScript,React-Node.js,No found,Testing-Version Control-Agile-Web Development-Software Architecture
Tucson- AZ,Tucson,United States,Mid senior,Hybrid,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Creativity-Communication-Teamwork,No found,Spark,No found,Networking-Project Management
Tucson- AZ,Tucson,United States,Mid senior,Hybrid,Software Architect,No found,No found,Problem Solving-Leadership-Organization-Decision Making-Creativity-Communication-Teamwork,No found,Spark,No found,Security-Software Architecture
Tucson- AZ,Tucson,United States,Mid senior,Hybrid,Software Engineer,English,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-JavaScript-Python,Kubernetes-AWS-Docker-RESTful APIs,No found,Testing-BDD-Data Science-Agile-Cloud Computing-Web Development-TDD
Austin- TX,Texas,United States,Associate,Onsite,Software Engineer,No found,No found,Organization-Leadership-Teamwork,Python,React-Google Cloud,No found,Security-Data Science-Agile-Web Development-Cloud Computing-Software Architecture
Austin- TX,Texas,United States,Associate,Onsite,BackEnd Software Engineer,No found,No found,No found,SQL-Java,No found,No found,Databases
Austin- TX,Texas,United States,Associate,Remote,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Creativity-Teamwork,Swift-Java-Perl-Objective-C-Go-Kotlin-Shell-Python,RESTful APIs,No found,Mobile Development-Agile-Testing
Austin- TX,Texas,United States,Associate,Remote,Software Engineer,No found,No found,Teamwork-Adaptability,Go-Python,No found,No found,Testing-Security
Texas- United States,Texas,United States,Associate,Remote,Software Engineer,No found,No found,Problem Solving-Organization-Leadership-Communication-Teamwork,No found,Express,No found,Agile-Databases-Project Management
Austin- TX,Texas,United States,Associate,Remote,Software Engineer,No found,No found,Interpersonal Skills-Teamwork,No found,Express,PhD,Security-Databases-Data Science-Networking-Cloud Computing
Austin- TX,Texas,United States,Associate,Remote,Software Engineer,No found,No found,Adaptability,No found,Express,No found,Networking-Security-Databases-Cloud Computing
Texas- United States,Texas,United States,Associate,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,Swift-Kotlin-Java,RESTful APIs-SOAP,No found,Mobile Development-Agile-Testing
Austin- Texas Metropolitan Area,Texas,United States,Associate,Hybrid,Software Engineer,No found,No found,Organization-Problem Solving-Leadership-Teamwork,Java-JavaScript-Ruby-Python,AWS-React-MySQL-Angular-Docker-Ruby on Rails,No found,Web Development-Databases-Cloud Computing
Texas- United States,Texas,United States,Associate,Hybrid,Software Engineer,No found,No found,Organization-Leadership-Teamwork-Creativity,No found,No found,No found,Agile-Testing-Data Science
Austin- TX,Texas,United States,Associate,Hybrid,Software Engineer,No found,No found,Time Management-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Java-Go-Python,PostgreSQL-MySQL,No found,Networking-Testing-Databases
Austin- TX,Texas,United States,Mid senior,Onsite,Software Engineer,No found,No found,Teamwork,TypeScript-Go-JavaScript-Python,React-AWS,No found,Mobile Development-Web Development-Cloud Computing
Austin- TX,Texas,United States,Mid senior,Onsite,Software Engineer,No found,No found,Interpersonal Skills-Conflict Resolution-Problem Solving-Leadership-Adaptability-Decision Making-Teamwork,Swift-Kotlin-Java,No found,No found,Mobile Development-Agile-Testing-DevOps
Austin- TX,Texas,United States,Mid senior,Remote,Software Engineer,No found,No found,Leadership-Teamwork-Creativity,JavaScript,AWS-Vue.js-React-Azure-MySQL-Spark-MongoDB-Google Cloud,No found,Testing-Databases-Version Control-DevOps-Mobile Development-Cloud Computing-Web Development
Denver City- TX,Texas,United States,Mid senior,Remote,Software Engineer,No found,No found,Problem Solving-Leadership-Organization-Adaptability-Creativity-Communication-Teamwork,Go,Elasticsearch-AWS-Kubernetes-Spring,No found,Web Development-Cloud Computing-Software Architecture
Austin- TX,Texas,United States,Mid senior,Remote,Software Engineer,No found,No found,Teamwork,Shell-Rust-Java,Google Cloud-AWS-Azure,No found,Testing-Databases-Cloud Computing
Austin- TX,Texas,United States,Mid senior,Remote,Full Stack Software Engineer,English,No found,Teamwork-Adaptability-Creativity,TypeScript-JavaScript-PHP,AWS-Kubernetes-Node.js-React-Laravel-MongoDB-PostgreSQL-Redis,No found,Web Development-BDD-Cloud Computing-Databases
Austin- TX,Texas,United States,Mid senior,Remote,Software Engineer,No found,No found,Communication-Empathy-Teamwork-Creativity,SQL-PHP,React-Laravel,No found,Databases-Web Development
Austin- TX,Texas,United States,Mid senior,Remote,Software Engineer,No found,No found,Organization-Leadership-Adaptability-Empathy-Teamwork,Java-Go-Python,Elasticsearch-RESTful APIs-AWS-Redis,No found,Testing-Cloud Computing-Software Architecture-Data Science
Texas- United States,Texas,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Leadership-Organization-Adaptability-Creativity-Empathy-Teamwork,Java-SQL-Go-JavaScript-Python,AWS-Kubernetes-React-Azure-Docker-Google Cloud,No found,Security-Databases-Data Science-Web Development-Cloud Computing
Texas- United States,Texas,United States,Mid senior,Hybrid,Software Engineer,No found,No found,No found,Java,No found,No found,Mobile Development-Agile-Web Development
Austin- TX,Texas,United States,Mid senior,Hybrid,FrontEnd Software Engineer,No found,No found,Leadership-Teamwork-Adaptability,Ruby-Go-SQL-Scala-JavaScript-Python,Kubernetes-AWS-Docker-Ruby on Rails,No found,Web Development-Databases-Cloud Computing
